timestamp,datetime,type,section,content
1780910316254,"2026-06-08 10:18:36.254","data","obd","RX - [OBD2] ↵   PID    : 0x04 Carga del motor ↵   VALUE  : 28.63 %"
1780910316254,"2026-06-08 10:18:36.254","data","obd","RX - [OBD2] ↵   PID    : 0x05 Temp. refrigerante ↵   VALUE  : 63.00 °C"
1780910316254,"2026-06-08 10:18:36.254","data","obd","RX - [OBD2] ↵   PID    : 0x0A Presion combustible ↵   VALUE  : 36.00 kPa"
1780910316254,"2026-06-08 10:18:36.254","data","obd","RX - [OBD2] ↵   PID    : 0x0C RPM motor ↵   VALUE  : 1598 rpm"
1780910316254,"2026-06-08 10:18:36.254","data","obd","RX - [OBD2] ↵   PID    : 0x0D Velocidad ↵   VALUE  : 0.00 km/h"
1780910316254,"2026-06-08 10:18:36.254","data","obd","RX - [OBD2] ↵   PID    : 0x0F Temp. aire admision ↵   VALUE  : 35.00 °C"
1780910316254,"2026-06-08 10:18:36.254","data","obd","RX - [OBD2] ↵   PID    : 0x11 Posicion acelerador ↵   VALUE  : 24.71 %"
1780910316838,"2026-06-08 10:18:36.838","data","obd","RX - [OBD2] ↵   PID    : 0x04 Carga del motor ↵   VALUE  : 38.82 %"
1780910316838,"2026-06-08 10:18:36.838","data","obd","RX - [OBD2] ↵   PID    : 0x05 Temp. refrigerante ↵   VALUE  : 70.00 °C"
1780910316838,"2026-06-08 10:18:36.838","data","obd","RX - [OBD2] ↵   PID    : 0x0A Presion combustible ↵   VALUE  : 39.00 kPa"
1780910316838,"2026-06-08 10:18:36.838","data","obd","RX - [OBD2] ↵   PID    : 0x0C RPM motor ↵   VALUE  : 1985 rpm"
1780910316838,"2026-06-08 10:18:36.838","data","obd","RX - [OBD2] ↵   PID    : 0x0D Velocidad ↵   VALUE  : 3.00 km/h"
1780910316838,"2026-06-08 10:18:36.838","data","obd","RX - [OBD2] ↵   PID    : 0x0F Temp. aire admision ↵   VALUE  : 37.00 °C"
1780910316839,"2026-06-08 10:18:36.839","data","obd","RX - [OBD2] ↵   PID    : 0x11 Posicion acelerador ↵   VALUE  : 40.00 %"
1780910317423,"2026-06-08 10:18:37.423","data","obd","RX - [OBD2] ↵   PID    : 0x04 Carga del motor ↵   VALUE  : 49.80 %"
1780910317423,"2026-06-08 10:18:37.423","data","obd","RX - [OBD2] ↵   PID    : 0x05 Temp. refrigerante ↵   VALUE  : 75.00 °C"
1780910317423,"2026-06-08 10:18:37.423","data","obd","RX - [OBD2] ↵   PID    : 0x0A Presion combustible ↵   VALUE  : 45.00 kPa"
1780910317423,"2026-06-08 10:18:37.423","data","obd","RX - [OBD2] ↵   PID    : 0x0C RPM motor ↵   VALUE  : 2639 rpm"
1780910317424,"2026-06-08 10:18:37.424","data","obd","RX - [OBD2] ↵   PID    : 0x0D Velocidad ↵   VALUE  : 7.00 km/h"
1780910317424,"2026-06-08 10:18:37.424","data","obd","RX - [OBD2] ↵   PID    : 0x0F Temp. aire admision ↵   VALUE  : 37.00 °C"
1780910317424,"2026-06-08 10:18:37.424","data","obd","RX - [OBD2] ↵   PID    : 0x11 Posicion acelerador ↵   VALUE  : 54.90 %"
1780910318006,"2026-06-08 10:18:38.006","data","obd","RX - [OBD2] ↵   PID    : 0x04 Carga del motor ↵   VALUE  : 60.00 %"
1780910318007,"2026-06-08 10:18:38.007","data","obd","RX - [OBD2] ↵   PID    : 0x05 Temp. refrigerante ↵   VALUE  : 80.00 °C"
1780910318007,"2026-06-08 10:18:38.007","data","obd","RX - [OBD2] ↵   PID    : 0x0A Presion combustible ↵   VALUE  : 48.00 kPa"
1780910318007,"2026-06-08 10:18:38.007","data","obd","RX - [OBD2] ↵   PID    : 0x0C RPM motor ↵   VALUE  : 3322 rpm"
1780910318007,"2026-06-08 10:18:38.007","data","obd","RX - [OBD2] ↵   PID    : 0x0D Velocidad ↵   VALUE  : 15.00 km/h"
1780910318007,"2026-06-08 10:18:38.007","data","obd","RX - [OBD2] ↵   PID    : 0x0F Temp. aire admision ↵   VALUE  : 37.00 °C"
1780910318007,"2026-06-08 10:18:38.007","data","obd","RX - [OBD2] ↵   PID    : 0x11 Posicion acelerador ↵   VALUE  : 64.71 %"
1780910318648,"2026-06-08 10:18:38.648","data","obd","RX - [OBD2] ↵   PID    : 0x04 Carga del motor ↵   VALUE  : 60.00 %"
1780910318648,"2026-06-08 10:18:38.648","data","obd","RX - [OBD2] ↵   PID    : 0x05 Temp. refrigerante ↵   VALUE  : 85.00 °C"
1780910318648,"2026-06-08 10:18:38.648","data","obd","RX - [OBD2] ↵   PID    : 0x0A Presion combustible ↵   VALUE  : 48.00 kPa"
1780910318648,"2026-06-08 10:18:38.648","data","obd","RX - [OBD2] ↵   PID    : 0x0C RPM motor ↵   VALUE  : 3717 rpm"
1780910318648,"2026-06-08 10:18:38.648","data","obd","RX - [OBD2] ↵   PID    : 0x0D Velocidad ↵   VALUE  : 24.00 km/h"
1780910318649,"2026-06-08 10:18:38.649","data","obd","RX - [OBD2] ↵   PID    : 0x0F Temp. aire admision ↵   VALUE  : 36.00 °C"
1780910318649,"2026-06-08 10:18:38.649","data","obd","RX - [OBD2] ↵   PID    : 0x11 Posicion acelerador ↵   VALUE  : 64.71 %"
1780910319178,"2026-06-08 10:18:39.178","data","obd","RX - [OBD2] ↵   PID    : 0x04 Carga del motor ↵   VALUE  : 60.00 %"
1780910319178,"2026-06-08 10:18:39.178","data","obd","RX - [OBD2] ↵   PID    : 0x05 Temp. refrigerante ↵   VALUE  : 92.00 °C"
1780910319178,"2026-06-08 10:18:39.178","data","obd","RX - [OBD2] ↵   PID    : 0x0A Presion combustible ↵   VALUE  : 48.00 kPa"
1780910319179,"2026-06-08 10:18:39.179","data","obd","RX - [OBD2] ↵   PID    : 0x0C RPM motor ↵   VALUE  : 3827 rpm"
1780910319179,"2026-06-08 10:18:39.179","data","obd","RX - [OBD2] ↵   PID    : 0x0D Velocidad ↵   VALUE  : 30.00 km/h"
1780910319179,"2026-06-08 10:18:39.179","data","obd","RX - [OBD2] ↵   PID    : 0x0F Temp. aire admision ↵   VALUE  : 34.00 °C"
